['15658.699'],['11126625.0'],['0.046174467']
['24851.621'],['7521989.5'],['0.035214495']
['21322.268'],['7454841.0'],['0.037145115']
['17556.71'],['7306651.0'],['0.034076154']
['17436.383'],['7898431.0'],['0.039404258']
['18455.826'],['10027078.0'],['0.044146255']
['17051.02'],['7546840.5'],['0.038177986']
['20928.553'],['11105823.0'],['0.044606697']
['19500.223'],['9321415.0'],['0.038002264']
['19004.297'],['9401684.0'],['0.037824914']
['18882.707'],['8090456.5'],['0.039526433']
['19902.557'],['7160719.5'],['0.03282505']
['17549.307'],['7951370.5'],['0.036056433']
['17606.68'],['7366499.0'],['0.035062548']
['19285.033'],['6667824.5'],['0.03321257']
['19522.281'],['6785619.0'],['0.032089364']
['18763.836'],['7559873.0'],['0.03465232']
['20006.26'],['7024850.5'],['0.03293638']
['20087.908'],['13212820.0'],['0.044967253']
['17818.496'],['7207195.5'],['0.033594154']
['17066.777'],['7081998.5'],['0.0327692']
['19681.256'],['6885979.5'],['0.030675111']
['19109.26'],['7096791.5'],['0.033102464']
['16852.6'],['7096791.5'],['10910305.0']
