['5802.0796'],['9277482.0'],['0.039786115']
['7250.57'],['5328152.0'],['0.03157949']
['6009.0146'],['4534780.0'],['0.029020537']
['5662.2446'],['4048264.8'],['0.028722944']
['4993.139'],['4348587.5'],['0.029442573']
['4988.613'],['5028616.0'],['0.030932171']
['5358.8696'],['4899961.5'],['0.03117597']
['5673.533'],['3633799.0'],['0.027383352']
['5304.115'],['3241869.0'],['0.026007788']
['5487.2837'],['3944165.0'],['0.028850703']
['5234.6143'],['6114806.5'],['0.036661074']
['5878.4526'],['5559370.5'],['0.035353832']
['5556.399'],['5380931.0'],['0.03312023']
['5717.39'],['4495722.0'],['0.029526547']
['5459.842'],['3562414.0'],['0.027732462']
['5286.3037'],['5280612.0'],['0.03209888']
['5414.008'],['3752009.8'],['0.02833769']
['5599.0757'],['4266826.5'],['0.029400535']
['5718.511'],['5841417.5'],['0.034871534']
['5371.027'],['5050016.5'],['0.032494437']
['6376.0776'],['3906257.5'],['0.029105235']
['5724.8604'],['3306760.5'],['0.02636626']
['5538.0317'],['2970485.0'],['0.025283478']
['5524.6104'],['2970485.0'],['6112691.0']
