['7561.11'],['13528498.0'],['0.029683545']
['13541.773'],['12430819.0'],['0.03154999']
['7406.473'],['12391973.0'],['0.031126825']
['7463.55'],['11650660.0'],['0.030439554']
['7538.495'],['12921637.0'],['0.032033585']
['7064.809'],['13367235.0'],['0.032823354']
['8171.0635'],['12482842.0'],['0.031011155']
['7571.243'],['12836675.0'],['0.031783473']
['7883.433'],['12963292.0'],['0.03191255']
['8164.915'],['13274890.0'],['0.032550465']
['7970.778'],['12979361.0'],['0.03139859']
['6951.913'],['11398727.0'],['0.030157737']
['7096.338'],['13237181.0'],['0.032350197']
['8263.947'],['12841495.0'],['0.031738628']
['7998.5664'],['13411503.0'],['0.03267018']
['9275.717'],['13259475.0'],['0.032524224']
['9091.322'],['13546324.0'],['0.03285456']
['9247.289'],['12999142.0'],['0.03191255']
['8413.201'],['10708910.0'],['0.027975217']
['7116.031'],['12970211.0'],['0.03187043']
['9224.083'],['12986503.0'],['0.03214676']
['8260.881'],['12944346.0'],['0.03218276']
['8353.564'],['12860119.0'],['0.032109898']
['7445.574'],['12860119.0'],['13548976.0']
