['24034.105'],['43996430.0'],['0.27545792']
['61568.293'],['25334398.0'],['0.084300205']
['25545.002'],['21607942.0'],['0.08370199']
['27583.62'],['16693370.0'],['0.06858482']
['24408.418'],['18982312.0'],['0.07350814']
['24276.773'],['21712314.0'],['0.07808998']
['26864.912'],['18996876.0'],['0.06834797']
['25709.027'],['18945008.0'],['0.074875295']
['26351.213'],['16138764.0'],['0.06675016']
['25498.83'],['14404261.0'],['0.060670767']
['23681.4'],['25008606.0'],['0.08453955']
['26344.16'],['23277080.0'],['0.09005463']
['30498.973'],['16754700.0'],['0.07505372']
['28424.494'],['25314932.0'],['0.08825413']
['28598.18'],['20137242.0'],['0.071667425']
['28630.64'],['17252264.0'],['0.071786106']
['29122.238'],['20579934.0'],['0.07196416']
['30000.223'],['23540852.0'],['0.07904378']
['30776.262'],['21316280.0'],['0.074696906']
['31279.303'],['20212728.0'],['0.07523215']
['29804.729'],['20035916.0'],['0.071192764']
['29444.38'],['18873900.0'],['0.06704593']
['29419.523'],['19713032.0'],['0.06722341']
['27879.36'],['19713032.0'],['18654252.0']
