['4067.686'],['5253090.5'],['0.036423925']
['4172.3374'],['2464443.0'],['0.020851053']
['3445.3381'],['4254880.5'],['0.028519899']
['4234.1533'],['3273101.8'],['0.024484314']
['3902.0547'],['3083752.5'],['0.02049048']
['4007.583'],['3759822.8'],['0.02397206']
['4034.1829'],['3676365.5'],['0.024382927']
['3319.599'],['3929853.2'],['0.025276493']
['3887.1865'],['2484466.2'],['0.018608712']
['3765.572'],['2273741.2'],['0.018995715']
['3818.1936'],['2784695.8'],['0.020851053']
['3390.6025'],['3034064.0'],['0.020001609']
['3480.2012'],['3931103.0'],['0.024585173']
['3965.1846'],['2598643.2'],['0.022577094']
['3626.411'],['3208093.5'],['0.022687681']
['3971.0146'],['3845799.0'],['0.02397206']
['3813.82'],['2735831.8'],['0.022354256']
['4243.871'],['2682364.0'],['0.022015821']
['3611.0093'],['3808298.5'],['0.02537317']
['3291.0796'],['3257268.5'],['0.024585173']
['4051.6824'],['4353301.5'],['0.026938744']
['3746.107'],['2908351.0'],['0.022015821']
['3928.9524'],['2571853.2'],['0.021901889']
['3808.9412'],['2571853.2'],['5227579.0']
