['3172.7322'],['1556719.6'],['0.020642972']
['3279.2393'],['1645176.5'],['0.018883456']
['2658.0474'],['2052069.1'],['0.024154102']
['2879.7253'],['1662616.8'],['0.01646236']
['2783.568'],['1210831.0'],['0.014894916']
['2468.4712'],['831593.8'],['0.012496197']
['2376.548'],['1263622.9'],['0.015615648']
['2212.7249'],['1278867.5'],['0.016041482']
['2908.9543'],['1083353.5'],['0.014160427']
['2561.4702'],['1177417.8'],['0.013562944']
['2805.9463'],['1163140.2'],['0.013562944']
['2387.8013'],['1268876.6'],['0.01575814']
['2547.2253'],['2724647.8'],['0.028778827']
['2567.8596'],['1355058.2'],['0.01575814']
['2843.7234'],['2724679.5'],['0.030268911']
['2978.221'],['2514618.5'],['0.024362424']
['3311.1658'],['1542806.5'],['0.01646236']
['3107.4055'],['1085475.2'],['0.012956669']
['2601.02'],['2093407.9'],['0.024154102']
['2837.894'],['1649386.8'],['0.017829468']
['2900.091'],['1540307.9'],['0.016601548']
['2894.3784'],['1296582.5'],['0.014160427']
['2811.841'],['1349576.9'],['0.015329005']
['2792.8035'],['1349576.9'],['1284321.9']
