['13147.351'],['12648902.0'],['0.048390657']
['13456.123'],['9114436.0'],['0.03249611']
['10179.417'],['9223451.0'],['0.039382964']
['16247.078'],['9438674.0'],['0.042552657']
['16009.763'],['9651901.0'],['0.043005966']
['15829.402'],['10306212.0'],['0.044831835']
['16186.931'],['10626128.0'],['0.045061234']
['14799.156'],['10859579.0'],['0.04951631']
['16268.305'],['12405070.0'],['0.046159852']
['16074.92'],['9670351.0'],['0.044481605']
['14341.211'],['11308517.0'],['0.044422522']
['12821.384'],['10302710.0'],['0.04766041']
['12138.624'],['8812598.0'],['0.03915554']
['15042.295'],['9378977.0'],['0.04070473']
['14434.57'],['9505911.0'],['0.04161438']
['14822.024'],['8811431.0'],['0.036008675']
['15053.987'],['12731210.0'],['0.04834641']
['15682.06'],['15063056.0'],['0.05323646']
['14316.191'],['11041305.0'],['0.04673029']
['12954.042'],['9055146.0'],['0.041819025']
['12426.737'],['9114793.0'],['0.040561464']
['14776.261'],['10451150.0'],['0.042618062']
['15038.398'],['9757427.0'],['0.040917967']
['13992.319'],['9757427.0'],['9598892.0']
