['21292.03'],['5235037.5'],['0.028793374']
['15175.073'],['4465799.5'],['0.04404521']
['21970.227'],['6441877.0'],['0.04029246']
['19020.045'],['6439829.0'],['0.041454792']
['19005.49'],['5590397.5'],['0.04495311']
['19712.61'],['6282099.5'],['0.038504083']
['19920.74'],['5774428.5'],['0.04366107']
['19597.607'],['6442473.0'],['0.039695863']
['19554.008'],['6297360.0'],['0.039353006']
['17907.531'],['6311296.5'],['0.03923595']
['19994.418'],['6357926.0'],['0.040993284']
['18699.38'],['6029630.0'],['0.036520027']
['20359.264'],['6217955.5'],['0.0381189']
['22305.62'],['6243503.0'],['0.042007387']
['25844.799'],['6260913.5'],['0.042434223']
['22805.873'],['5885378.5'],['0.037921425']
['22035.316'],['6429536.5'],['0.040448103']
['20478.305'],['6232056.0'],['0.042756375']
['20223.803'],['5384887.5'],['0.04479169']
['22561.346'],['6052340.5'],['0.0362217']
['22439.012'],['5814703.5'],['0.03176774']
['22412.754'],['6442422.5'],['0.03869183']
['20489.188'],['6410252.0'],['0.037378713']
['21745.842'],['6410252.0'],['828250.56']
