['114669.0'],['40833324.0'],['0.10148702']
['137042.81'],['34521370.0'],['0.07434484']
['138039.58'],['34110064.0'],['0.09564344']
['128950.71'],['31875526.0'],['0.07291465']
['127671.99'],['30677016.0'],['0.07120235']
['127834.05'],['32305558.0'],['0.07452446']
['135787.62'],['38455684.0'],['0.08711676']
['141525.0'],['35368884.0'],['0.0860287']
['140581.36'],['31407900.0'],['0.07368787']
['133607.55'],['32765826.0'],['0.077850506']
['136510.34'],['35349332.0'],['0.08641202']
['140013.28'],['34950630.0'],['0.08000001']
['120341.07'],['32438726.0'],['0.08018546']
['120471.29'],['31517562.0'],['0.072499745']
['116730.48'],['34250772.0'],['0.07876858']
['123762.695'],['33579956.0'],['0.07208586']
['130266.74'],['31963600.0'],['0.070206605']
['126244.46'],['37651824.0'],['0.08361893']
['120811.2'],['33190512.0'],['0.07267745']
['123851.42'],['29816922.0'],['0.073866785']
['114102.87'],['31870462.0'],['0.08080497']
['117629.39'],['31705164.0'],['0.08049495']
['122615.83'],['31560332.0'],['0.07699789']
['119745.625'],['31560332.0'],['30421770.0']
