['8748.3955'],['7909750.0'],['0.0522404']
['15764.127'],['10091257.0'],['0.07120809']
['11939.784'],['10992522.0'],['0.0814349']
['11525.711'],['7742369.0'],['0.060742643']
['10461.357'],['10096167.0'],['0.070872426']
['10458.13'],['8313974.0'],['0.06411768']
['10055.502'],['9861689.0'],['0.075933']
['11402.914'],['9539125.0'],['0.07717121']
['12015.171'],['9845379.0'],['0.07253516']
['10842.385'],['9944458.0'],['0.07530493']
['12823.927'],['10622965.0'],['0.075493984']
['12777.537'],['11377929.0'],['0.07910322']
['11723.358'],['9763549.0'],['0.062259495']
['11161.407'],['8035717.5'],['0.05762678']
['10960.998'],['8374404.5'],['0.058101214']
['10327.966'],['9149135.0'],['0.06263448']
['11487.437'],['8932094.0'],['0.054481376']
['10035.897'],['9266989.0'],['0.054808937']
['11568.615'],['9918973.0'],['0.05958711']
['11491.346'],['11578312.0'],['0.07167539']
['12019.78'],['10836287.0'],['0.06826973']
['12643.184'],['10967964.0'],['0.0692393']
['12130.967'],['10522418.0'],['0.065140076']
['10962.586'],['10522418.0'],['6815130.0']
