['51356.434'],['28879714.0'],['0.07419014']
['50375.836'],['18669586.0'],['0.0642583']
['38129.26'],['20106584.0'],['0.10022564']
['32880.62'],['24989120.0'],['0.06636809']
['53849.594'],['25732208.0'],['0.068660714']
['50882.484'],['28885430.0'],['0.071397975']
['48898.38'],['31030502.0'],['0.07094193']
['47245.04'],['25688998.0'],['0.06842027']
['51752.566'],['25078002.0'],['0.0645234']
['49132.344'],['32523922.0'],['0.07303624']
['50642.28'],['35835148.0'],['0.079290435']
['50425.945'],['30631484.0'],['0.07324869']
['50959.066'],['29664414.0'],['0.07557893']
['51083.203'],['27249970.0'],['0.071481176']
['52584.6'],['30468674.0'],['0.075229555']
['52873.07'],['27226814.0'],['0.070529625']
['50842.887'],['25975290.0'],['0.06644598']
['49255.94'],['32289806.0'],['0.07847195']
['49448.0'],['31884454.0'],['0.07970254']
['50192.32'],['27899822.0'],['0.07444878']
['51365.95'],['25471120.0'],['0.066057354']
['49403.266'],['23920668.0'],['0.06309614']
['48806.406'],['24401740.0'],['0.06380615']
['47339.273'],['24401740.0'],['30790618.0']
