['38885.46'],['27220638.0'],['0.069080815']
['42877.273'],['20505652.0'],['0.061402056']
['42188.81'],['23814710.0'],['0.06941399']
['40766.824'],['16631281.0'],['0.050250415']
['40907.926'],['19277232.0'],['0.05805721']
['41151.91'],['23444438.0'],['0.069080815']
['41608.33'],['21783442.0'],['0.06273374']
['40796.13'],['16824320.0'],['0.046827238']
['42002.418'],['19716328.0'],['0.05383048']
['39785.812'],['19052690.0'],['0.055592686']
['38315.656'],['20358746.0'],['0.054346383']
['39151.87'],['21722188.0'],['0.061331637']
['41326.895'],['14382959.0'],['0.044353984']
['42240.79'],['17714170.0'],['0.053016584']
['40406.49'],['20177882.0'],['0.059560623']
['37316.973'],['18017782.0'],['0.053387024']
['41285.418'],['20053218.0'],['0.061894048']
['41928.164'],['25739686.0'],['0.07231035']
['44107.902'],['18468154.0'],['0.05877491']
['40462.74'],['25205790.0'],['0.068344936']
['40795.45'],['25144434.0'],['0.06994536']
['40991.992'],['18973796.0'],['0.054713912']
['39777.89'],['21371936.0'],['0.059346728']
['42023.008'],['21371936.0'],['14342431.0']
