['10519.457'],['8611546.0'],['0.033265363']
['16452.268'],['3671644.2'],['0.01947706']
['10423.041'],['7096215.5'],['0.028783038']
['21067.87'],['8492067.0'],['0.031819236']
['22747.547'],['7550362.0'],['0.031566795']
['24515.318'],['9390130.0'],['0.034756593']
['20147.85'],['5718665.5'],['0.023849487']
['11193.005'],['8036663.5'],['0.031630214']
['23742.969'],['7888087.5'],['0.031246563']
['20987.816'],['6930309.0'],['0.028270891']
['22442.854'],['7843615.5'],['0.027290197']
['11567.044'],['8094215.5'],['0.0274436']
['9938.034'],['6496654.0'],['0.025948485']
['14385.427'],['2853330.5'],['0.019178296']
['11281.023'],['2167813.2'],['0.01795884']
['8526.7295'],['3000209.5'],['0.019871658']
['11659.074'],['2018900.8'],['0.018061964']
['11730.41'],['2567506.5'],['0.018164812']
['10957.101'],['5662403.5'],['0.021966366']
['6384.3506'],['3493289.5'],['0.022058582']
['12489.129'],['3547970.0'],['0.02055195']
['9018.343'],['2635538.2'],['0.018977769']
['10969.211'],['4410884.5'],['0.02287702']
['11634.139'],['4410884.5'],['5855579.5']
