['21833.51'],['15287220.0'],['0.0370684']
['33116.098'],['9468201.0'],['0.031547144']
['17123.598'],['8716886.0'],['0.030392049']
['14486.008'],['10548414.0'],['0.032579523']
['15515.97'],['10417464.0'],['0.032787617']
['17921.838'],['10206871.0'],['0.03227711']
['20300.037'],['11711331.0'],['0.033451095']
['26239.863'],['11866255.0'],['0.033812594']
['24942.66'],['11316608.0'],['0.03340568']
['20636.576'],['9423592.0'],['0.031189438']
['13970.891'],['12189499.0'],['0.034259938']
['21544.238'],['14030949.0'],['0.036485557']
['29358.389'],['11082882.0'],['0.033812594']
['21867.822'],['10999301.0'],['0.0326027']
['25623.154'],['9035749.0'],['0.03190191']
['18243.785'],['11099068.0'],['0.03234709']
['23318.588'],['13818551.0'],['0.035550658']
['27799.566'],['10961510.0'],['0.0321368']
['24849.9'],['10546298.0'],['0.031831194']
['27719.236'],['8090282.5'],['0.028728373']
['13887.642'],['9508135.0'],['0.030949324']
['18869.0'],['9701698.0'],['0.03192546']
['19936.316'],['9237067.0'],['0.030949324']
['20072.268'],['9237067.0'],['13615591.0']
