['15916.337'],['5547767.5'],['0.03719493']
['16348.846'],['4066560.8'],['0.022417223']
['11472.007'],['5112676.0'],['0.02600554']
['15638.903'],['5018382.0'],['0.026475107']
['15518.996'],['5005355.5'],['0.02600554']
['15450.879'],['4315476.0'],['0.024195025']
['14960.914'],['4217158.0'],['0.022820363']
['11846.671'],['5606209.5'],['0.027802208']
['15320.5625'],['5526357.0'],['0.026659044']
['14961.489'],['5505622.5'],['0.0273731']
['15723.854'],['4194056.0'],['0.023874188']
['12714.864'],['4708169.5'],['0.024458116']
['12332.315'],['5461424.5'],['0.027064921']
['15408.302'],['5246365.5'],['0.02628896']
['15410.545'],['5467223.0'],['0.027285714']
['16162.227'],['5602561.0'],['0.027674835']
['15675.364'],['5606738.0'],['0.028741056']
['15689.155'],['4718199.5'],['0.025124328']
['12758.888'],['4562742.5'],['0.02424795']
['11702.563'],['5587824.0'],['0.027416596']
['15180.121'],['5440098.0'],['0.027546301']
['15797.404'],['5589645.0'],['0.028622309']
['16382.098'],['5488669.5'],['0.026750188']
['15297.425'],['5488669.5'],['5613544.0']
