['17209.947'],['13541893.0'],['0.05578545']
['21629.46'],['16707842.0'],['0.053773496']
['13191.681'],['19365052.0'],['0.0697757']
['16329.45'],['17969850.0'],['0.06265255']
['17500.92'],['20706190.0'],['0.06773145']
['18967.014'],['17802686.0'],['0.05999296']
['17915.553'],['20997212.0'],['0.066107325']
['14064.676'],['15033878.0'],['0.057203636']
['17994.555'],['15372818.0'],['0.058396745']
['17981.406'],['14280185.0'],['0.05348355']
['17399.32'],['17420010.0'],['0.056921255']
['15052.045'],['15176288.0'],['0.055714123']
['14669.48'],['15242027.0'],['0.052682906']
['16201.05'],['22114798.0'],['0.07307676']
['18037.604'],['16961990.0'],['0.06006189']
['18079.115'],['15069392.0'],['0.05471147']
['18110.385'],['18333864.0'],['0.06445934']
['18767.346'],['16573815.0'],['0.05492698']
['15101.135'],['12185057.0'],['0.048457008']
['15068.418'],['17700250.0'],['0.06081758']
['18166.273'],['15160352.0'],['0.056850564']
['19205.102'],['17470640.0'],['0.06047467']
['17346.115'],['14529888.0'],['0.05319296']
['17944.113'],['14529888.0'],['10339707.0']
