['21015.19'],['5485375.5'],['0.018315066']
['10405.197'],['5154674.0'],['0.017429423']
['9543.687'],['8878448.0'],['0.025515491']
['19702.94'],['9573363.0'],['0.026374498']
['20309.59'],['11160482.0'],['0.0291804']
['20736.996'],['10345854.0'],['0.028188452']
['20268.064'],['5024070.5'],['0.017162362']
['9726.379'],['10081214.0'],['0.028028693']
['21858.834'],['10477183.0'],['0.028705673']
['20924.725'],['9350281.0'],['0.026618471']
['20573.498'],['5212064.0'],['0.017828831']
['9950.633'],['5172950.5'],['0.017607113']
['9828.251'],['10826070.0'],['0.028148541']
['21553.82'],['9977709.0'],['0.029613273']
['20212.418'],['10386014.0'],['0.029219842']
['21386.242'],['10096115.0'],['0.029022446']
['20673.21'],['12079488.0'],['0.03159165']
['20800.355'],['5759982.0'],['0.01871131']
['9563.428'],['5301931.0'],['0.017961651']
['9878.61'],['9695650.0'],['0.027467258']
['20655.16'],['9957064.0'],['0.027908683']
['22304.506'],['10126568.0'],['0.028467335']
['20578.795'],['10253792.0'],['0.027708305']
['21310.555'],['10253792.0'],['9565455.0']
