['21302.764'],['17062926.0'],['0.06124447']
['25023.273'],['9622525.0'],['0.039284315']
['22308.967'],['10309262.0'],['0.04066652']
['21578.088'],['9884354.0'],['0.037315387']
['21469.49'],['11673334.0'],['0.043952554']
['21502.781'],['10362658.0'],['0.039080873']
['20664.932'],['10350723.0'],['0.041752387']
['23125.955'],['10471463.0'],['0.039335225']
['21380.787'],['10211477.0'],['0.038675018']
['22298.738'],['11195785.0'],['0.04284773']
['22432.264'],['10869865.0'],['0.042377137']
['22890.383'],['9398931.0'],['0.03726533']
['22308.967'],['9093735.0'],['0.037917737']
['21452.611'],['9188558.0'],['0.038321022']
['22205.293'],['9711339.0'],['0.038220074']
['22778.207'],['11370787.0'],['0.0440054']
['22505.934'],['9676178.0'],['0.0395391']
['22773.8'],['10876381.0'],['0.042690672']
['27992.156'],['9759095.0'],['0.03923342']
['23006.129'],['9819612.0'],['0.040101506']
['21182.02'],['11534656.0'],['0.043794144']
['21956.588'],['9800970.0'],['0.03974331']
['21429.947'],['9411247.0'],['0.04087262']
['21536.082'],['9411247.0'],['13252994.0']
