['69843.65'],['34127730.0'],['0.10141698']
['63515.684'],['23445758.0'],['0.099659644']
['48474.418'],['35444988.0'],['0.13433571']
['67633.27'],['38249630.0'],['0.1420014']
['67292.25'],['37206724.0'],['0.14194433']
['67165.27'],['37507464.0'],['0.1415356']
['66788.33'],['29066098.0'],['0.12024834']
['52145.258'],['36436696.0'],['0.13885082']
['69204.3'],['35472296.0'],['0.13511069']
['68241.055'],['38806310.0'],['0.1464978']
['67531.766'],['27551056.0'],['0.10936219']
['52023.5'],['26796104.0'],['0.10554768']
['46110.527'],['36249604.0'],['0.13184837']
['66970.84'],['37981532.0'],['0.1396349']
['67211.15'],['38627920.0'],['0.14322597']
['68041.31'],['37736212.0'],['0.1368298']
['67564.45'],['39157956.0'],['0.14284514']
['66517.48'],['26814990.0'],['0.10609301']
['50747.35'],['28526672.0'],['0.10918956']
['48115.676'],['37283804.0'],['0.13479482']
['66969.016'],['37027124.0'],['0.13537784']
['68733.41'],['38214388.0'],['0.141654']
['66962.14'],['37120176.0'],['0.13559794']
['67888.54'],['37120176.0'],['38284490.0']
