['32767.104'],['17596768.0'],['0.08097026']
['41123.34'],['9645127.0'],['0.047058225']
['27391.045'],['12192989.0'],['0.058378913']
['32039.69'],['12343113.0'],['0.05991008']
['34081.137'],['12207731.0'],['0.057864513']
['37612.133'],['13418095.0'],['0.064721726']
['39040.63'],['9918573.0'],['0.05099337']
['33154.094'],['11070421.0'],['0.055437338']
['33018.004'],['11768592.0'],['0.057606556']
['33587.48'],['7962963.5'],['0.05341064']
['25966.334'],['10462692.0'],['0.049723715']
['32233.602'],['8295936.5'],['0.0431126']
['27885.451'],['11227008.0'],['0.05385376']
['35256.38'],['11636413.0'],['0.055961143']
['35296.8'],['11270296.0'],['0.053232994']
['35237.18'],['11908356.0'],['0.0580362']
['36228.96'],['12436071.0'],['0.057261836']
['26873.71'],['10840286.0'],['0.050450604']
['35056.99'],['8392269.0'],['0.04282689']
['30628.428'],['8941373.0'],['0.046593804']
['30028.207'],['8668003.0'],['0.04453336']
['32260.377'],['11313087.0'],['0.054823663']
['36730.117'],['10763013.0'],['0.052609466']
['36369.234'],['10763013.0'],['13392776.0']
