['19834.549'],['3676859.5'],['0.017336983']
['11060.1455'],['2810994.0'],['0.015502809']
['11459.331'],['5157426.5'],['0.022527141']
['20702.373'],['5600192.5'],['0.023535393']
['21200.885'],['5256562.0'],['0.02301137']
['21085.604'],['5596696.5'],['0.023578864']
['18910.225'],['3042398.8'],['0.01657016']
['11906.732'],['6679955.0'],['0.027651036']
['22376.203'],['6637816.5'],['0.02613132']
['21537.486'],['6341220.5'],['0.025208121']
['20229.81'],['2779838.5'],['0.015551651']
['12011.565'],['2802462.0'],['0.015502809']
['12415.138'],['9084304.0'],['0.027610501']
['20976.734'],['5740268.0'],['0.02336121']
['20597.906'],['4702722.5'],['0.02114251']
['20318.518'],['6490029.0'],['0.024826216']
['21429.928'],['5361949.0'],['0.023491895']
['19588.908'],['3001485.8'],['0.016135333']
['11687.893'],['3158953.0'],['0.016473752']
['11616.181'],['4552068.0'],['0.021457752']
['18386.469'],['5167808.5'],['0.022394434']
['18089.83'],['6189891.0'],['0.024527475']
['17957.184'],['4553131.5'],['0.02163721']
['23651.826'],['4553131.5'],['5627697.5']
