['24746.902'],['11337130.0'],['0.05793572']
['25636.473'],['11341307.0'],['0.052227706']
['17186.965'],['15268141.0'],['0.07070479']
['27092.635'],['15028143.0'],['0.0792552']
['28946.086'],['14787718.0'],['0.07358636']
['29131.43'],['13086776.0'],['0.06763654']
['27006.01'],['12761228.0'],['0.0673071']
['25082.19'],['13086903.0'],['0.06631127']
['29022.318'],['16630338.0'],['0.086546585']
['26760.64'],['14920276.0'],['0.0661442']
['24820.135'],['19283336.0'],['0.0748005']
['22479.73'],['11430953.0'],['0.05965176']
['25077.67'],['11311671.0'],['0.052611373']
['27137.857'],['10662663.0'],['0.05193909']
['26582.057'],['11203921.0'],['0.05811772']
['26711.77'],['12217348.0'],['0.054885633']
['26240.99'],['14160835.0'],['0.06428587']
['23990.129'],['11801991.0'],['0.051165797']
['22532.346'],['10213409.0'],['0.050289474']
['20787.355'],['14944501.0'],['0.06368659']
['26357.898'],['12088038.0'],['0.049603216']
['24090.836'],['11668779.0'],['0.04570452']
['23869.21'],['7798141.0'],['0.038489893']
['20006.67'],['7798141.0'],['12236842.0']
