['6861.0015'],['1619032.4'],['0.01534529']
['4117.743'],['1448767.6'],['0.0150178345']
['3984.4873'],['2029826.4'],['0.018419884']
['6756.178'],['2042479.1'],['0.018586623']
['6829.956'],['2176103.0'],['0.018553264']
['7073.328'],['2125201.2'],['0.019522937']
['7705.2534'],['1707510.8'],['0.016100813']
['3912.446'],['2365425.8'],['0.021171652']
['8278.528'],['1953206.1'],['0.018153397']
['7921.372'],['2141633.0'],['0.019388914']
['7672.263'],['1481927.1'],['0.014985125']
['3931.7517'],['1491805.1'],['0.015083276']
['3803.0632'],['2374181.5'],['0.02130679']
['7435.8193'],['2380021.5'],['0.021272996']
['8234.039'],['2614469.0'],['0.021036593']
['7633.735'],['2070542.5'],['0.01802029']
['7207.2876'],['2492103.2'],['0.020867886']
['7516.9424'],['1489026.9'],['0.015148742']
['3638.243'],['1582183.0'],['0.015476449']
['3864.2527'],['2372263.5'],['0.019489422']
['7436.3213'],['1854327.6'],['0.017820805']
['7247.748'],['2238097.2'],['0.0190208']
['7565.4224'],['2475092.0'],['0.020026298']
['7527.036'],['2475092.0'],['2816654.2']
