['25319.754'],['13717981.0'],['0.048660666']
['28838.652'],['13487713.0'],['0.04616203']
['23034.574'],['12557805.0'],['0.04210593']
['27080.379'],['13836912.0'],['0.045376178']
['26571.158'],['12891068.0'],['0.044747267']
['26513.47'],['13175127.0'],['0.045943424']
['28295.682'],['13157469.0'],['0.04726397']
['26761.49'],['13835431.0'],['0.04866244']
['27031.074'],['12572159.0'],['0.0466072']
['27657.268'],['13222936.0'],['0.04716947']
['28778.111'],['13067653.0'],['0.045376178']
['27681.834'],['12482135.0'],['0.044523574']
['26491.486'],['13813930.0'],['0.04763479']
['31142.582'],['13366733.0'],['0.046935678']
['28367.271'],['12393591.0'],['0.0452757']
['27402.326'],['12129367.0'],['0.044409055']
['28603.582'],['13229069.0'],['0.045376178']
['24998.602'],['12116509.0'],['0.044409055']
['25998.002'],['13581581.0'],['0.046865415']
['25217.38'],['10896900.0'],['0.0414187']
['26034.746'],['13462864.0'],['0.046490613']
['26626.084'],['12090350.0'],['0.04480208']
['27597.209'],['10213845.0'],['0.03901747']
['26737.709'],['10213845.0'],['10170539.0']
