['22378.324'],['51152812.0'],['0.12322764']
['24593.596'],['39363220.0'],['0.110829']
['35716.414'],['39715330.0'],['0.115173995']
['30990.746'],['51162280.0'],['0.123879105']
['36800.566'],['38641936.0'],['0.11124541']
['32113.332'],['34880740.0'],['0.10208361']
['38892.574'],['46634296.0'],['0.11150186']
['31363.201'],['36557084.0'],['0.08873068']
['40258.258'],['18459414.0'],['0.050552405']
['34948.535'],['17363972.0'],['0.05391197']
['33733.062'],['22052458.0'],['0.05349714']
['27454.652'],['7868753.5'],['0.033453535']
['27080.703'],['14785753.0'],['0.048981205']
['25695.408'],['9566682.0'],['0.046220455']
['28754.764'],['4831181.5'],['0.029213548']
['34208.195'],['12238337.0'],['0.050125863']
['27634.166'],['13565921.0'],['0.04941168']
['31752.762'],['5493228.5'],['0.027049793']
['23675.322'],['15231706.0'],['0.037107803']
['25472.768'],['6316656.5'],['0.02904814']
['24278.834'],['8604017.0'],['0.033935297']
['33832.62'],['17028500.0'],['0.043849286']
['30108.96'],['12333018.0'],['0.044594847']
['28552.55'],['12333018.0'],['29254018.0']
