['14153.083'],['14511116.0'],['0.06176816']
['15232.099'],['18925634.0'],['0.064423114']
['14977.799'],['17181848.0'],['0.06059643']
['15443.545'],['17382854.0'],['0.058304533']
['14486.897'],['14412650.0'],['0.05103826']
['14094.638'],['15498682.0'],['0.054698132']
['15024.727'],['13486941.0'],['0.051423393']
['12814.876'],['14129029.0'],['0.05451877']
['13945.481'],['16904634.0'],['0.058084477']
['14887.278'],['12829285.0'],['0.050779853']
['14218.235'],['12099192.0'],['0.046460457']
['12356.986'],['17041656.0'],['0.059119273']
['13373.016'],['11746043.0'],['0.044676002']
['14683.849'],['16964710.0'],['0.059226654']
['14087.575'],['12961631.0'],['0.046740808']
['14020.289'],['14409549.0'],['0.054578632']
['13979.736'],['17065420.0'],['0.060440846']
['16109.389'],['14474282.0'],['0.052934352']
['11479.128'],['16260711.0'],['0.05884953']
['14255.204'],['18688772.0'],['0.066316426']
['14615.88'],['20581776.0'],['0.07163963']
['14926.727'],['16973536.0'],['0.05933375']
['14017.447'],['13636956.0'],['0.04832565']
['15433.545'],['13636956.0'],['15577546.0']
