['2853.167'],['420733.8'],['0.012463915']
['5753.117'],['506696.34'],['0.01062378']
['5117.244'],['501787.03'],['0.010754015']
['5637.0635'],['496268.2'],['0.010912747']
['4707.9424'],['497973.84'],['0.010833444']
['4190.436'],['494615.78'],['0.010782912']
['3997.842'],['512289.56'],['0.010558543']
['3305.064'],['505093.8'],['0.010681703']
['4894.4004'],['498877.66'],['0.010833444']
['4664.393'],['502852.22'],['0.010688939']
['3094.935'],['511214.56'],['0.010580298']
['3432.2231'],['511483.62'],['0.010565795']
['4057.367'],['505684.22'],['0.010638267']
['3869.424'],['492133.8'],['0.011207227']
['3878.7627'],['508069.3'],['0.01065275']
['3418.154'],['508819.8'],['0.010659989']
['4896.73'],['507595.9'],['0.010681703']
['4880.4116'],['510338.9'],['0.01065275']
['4713.4727'],['504775.28'],['0.010688939']
['4477.98'],['509093.72'],['0.010638267']
['4393.767'],['507815.94'],['0.010609291']
['2939.9907'],['510203.25'],['0.010580298']
['2451.6323'],['507879.25'],['0.01062378']
['2310.5837'],['507879.25'],['508381.12']
