['447.47458'],['316074.28'],['0.011944392']
['644.07605'],['660.71'],['0.009980314']
['488.00317'],['1607250.8'],['0.017742394']
['469.98395'],['660.71'],['0.009980314']
['530.2057'],['660.71'],['0.009460402']
['529.1759'],['660.71'],['0.010235903']
['562.8338'],['2567764.0'],['0.023025611']
['559.8017'],['1263577.4'],['0.020626932']
['743.40857'],['2446540.5'],['0.022462172']
['652.69116'],['2588802.2'],['0.021295248']
['625.7297'],['1624287.8'],['0.01876003']
['622.8132'],['2162288.5'],['0.019159513']
['545.57855'],['884230.2'],['0.016074745']
['693.6534'],['1841469.8'],['0.02074359']
['771.38416'],['2812625.0'],['0.02299549']
['746.9927'],['1346620.9'],['0.019413842']
['589.8759'],['1951482.5'],['0.017001804']
['675.42926'],['2568779.5'],['0.023028161']
['553.72076'],['660.71'],['0.008109166']
['493.7942'],['1842518.5'],['0.02074359']
['638.30585'],['1638260.0'],['0.018193336']
['678.7168'],['584050.7'],['0.013298412']
['566.36444'],['322762.1'],['0.011944392']
['632.5141'],['322762.1'],['660.71']
