56778.273,26424992,0.145263
65376.492,56571012,0.3870486
48946.605,32433726,0.32609963
54634.3,27747434,0.30546674
62180.906,33314632,0.34718633
57549.242,31438066,0.36862707
53040.76,35166124,0.3720905
48440.434,26906178,0.32314843
59157.75,27117796,0.28098607
69736.22,28946672,0.28832054
61930.92,35699664,0.37545633
55571.953,42211320,0.41942427
54173.4,36843420,0.30232814
64531.79,35790470,0.2918441
56487.49,32599082,0.2656606
62791.973,25290694,0.2220535
61279.074,28085480,0.23328674
55874.61,27370706,0.20843138
55306.375,25299450,0.16864805
53222.418,18222258,0.13679855
57875.19,19441394,0.15021613
56611.168,24801406,0.18312047
55026.984,18169712,0.1202038
55375.207,17078158,0.11037313
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
7176573.5,,
