43356.312,20376778,0.07140832
41586.06,22916556,0.08357774
40171.77,21939520,0.08418106
45863.35,22878918,0.08952972
45508.25,22772798,0.088809386
51095.613,22907530,0.089772865
51705.496,22779380,0.09407791
39321.59,20175662,0.0737719
45210.46,22276416,0.08465043
43631.05,22498048,0.08742207
43293.18,22059102,0.08761578
40526.105,21623258,0.07598724
39910.055,22335660,0.07759333
43505.098,20776926,0.068390206
42275.71,21821896,0.0800627
42458.82,16787298,0.05990358
40879.25,20692452,0.06798456
39191.04,21710572,0.07323977
40023.85,19770282,0.06664013
40043.082,22439434,0.07790451
41059.1,18917912,0.06818785
42676.633,20920986,0.07168875
41260.125,20871486,0.07751502
40444.508,20994382,0.07150202
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
9786580,,
