23976.773,21200114,0.057533845
24264.273,19829984,0.057936523
20707.074,14187102,0.044747844
24705.826,17731800,0.053274952
24569.965,20285172,0.058456533
25735.84,20551634,0.05796491
25211.514,17756642,0.0559878
23049.111,17794236,0.047668282
26419.262,17702864,0.049795825
26230.725,19766586,0.056911286
26209.355,20368376,0.058456533
21081.775,14765433,0.043382797
20426.09,21138626,0.05424028
25111.484,18890664,0.05334227
25388.283,19693782,0.051530052
25341.727,18358406,0.049353797
25553.207,21485024,0.059097026
27174.637,18734122,0.052506156
24146.922,21256762,0.059099253
21594.064,20139220,0.056911286
25026.537,13997181,0.048715927
25757.629,19555722,0.056035724
27252.256,18266722,0.057789065
27276.893,17939830,0.053274952
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
6851496.5,,
