70975.64,13464265,0.061747607
90543.49,14008495,0.061747607
52829.33,12829043,0.059524667
51339.914,12449298,0.056139376
52290.62,11930199,0.055923816
52582.598,11941318,0.055663016
51300.266,13753327,0.061507966
52806.406,13894228,0.061747607
51250.465,12210963,0.057846792
50004.31,12738680,0.05832651
52065.45,14131328,0.06365625
52263.066,13587852,0.060843095
53103.3,14132306,0.06248238
54325.715,14685582,0.06353302
55465.117,12679578,0.05852375
55774.297,12922292,0.059749804
51745.285,13079217,0.060120206
57063.008,12414676,0.058563016
53979.137,12741717,0.058127716
51632.023,14405245,0.06617371
54016.55,13212455,0.060914073
53012.617,13759379,0.06290358
53768.223,12668642,0.06059278
52246.527,14346498,0.06489705
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
6177277.5,,
