['23861.908'],['25339512.0'],['0.095317185']
['29434.21'],['11096121.0'],['0.051384848']
['17287.291'],['12073282.0'],['0.05613176']
['22317.098'],['12436205.0'],['0.054264013']
['24331.408'],['14787379.0'],['0.05996714']
['25285.191'],['13519695.0'],['0.056054752']
['25194.291'],['11393480.0'],['0.051790375']
['20607.486'],['12527320.0'],['0.053314727']
['25619.836'],['14523783.0'],['0.059080787']
['25634.24'],['15762213.0'],['0.06320494']
['26394.635'],['12165112.0'],['0.05227459']
['20736.309'],['11053303.0'],['0.046029363']
['19977.744'],['16331282.0'],['0.06084376']
['25831.574'],['15372704.0'],['0.05885766']
['26593.137'],['5023548.0'],['0.04680122']
['10279.535'],['2729138.5'],['0.05489115']
['5278.509'],['2597350.5'],['0.069740005']
['5043.897'],['7044322.0'],['0.06684894']
['11388.511'],['10070452.0'],['0.043940466']
['18177.412'],['15600982.0'],['0.059229188']
['28339.748'],['18319414.0'],['0.06467033']
['28681.695'],['18425812.0'],['0.068898216']
['26300.68'],['15621275.0'],['0.05780826']
['25869.213'],['15621275.0'],['13413428.0']
