['29950.998'],['67153100.0'],['0.42930037']
['56091.332'],['103563280.0'],['0.49251434']
['71775.66'],['98220744.0'],['0.43981624']
['75295.83'],['98976980.0'],['0.4175569']
['82563.07'],['97556870.0'],['0.42621']
['81482.14'],['90632540.0'],['0.4080335']
['78147.836'],['99864616.0'],['0.43105432']
['78152.58'],['94140990.0'],['0.41094866']
['76513.875'],['91707750.0'],['0.40956008']
['77144.66'],['94672900.0'],['0.43798354']
['71746.586'],['84162440.0'],['0.3839066']
['79929.86'],['75611864.0'],['0.38930795']
['88522.39'],['68074230.0'],['0.37786266']
['83936.38'],['78297064.0'],['0.4227733']
['84364.31'],['69792744.0'],['0.4040897']
['71732.97'],['74218510.0'],['0.4093613']
['62731.29'],['67959050.0'],['0.37886402']
['53766.066'],['78724660.0'],['0.41088265']
['56607.66'],['83010630.0'],['0.4453153']
['57117.61'],['84257380.0'],['0.44224444']
['54483.227'],['77929340.0'],['0.4134485']
['54022.094'],['75103880.0'],['0.38937762']
['57131.664'],['75405810.0'],['0.39724538']
['48276.168'],['75405810.0'],['70644360.0']
