['33470.125'],['31870826.0'],['0.14745681']
['45549.426'],['55130084.0'],['0.20257191']
['47903.715'],['46707988.0'],['0.1714028']
['46958.492'],['51984524.0'],['0.18516636']
['42901.855'],['47045416.0'],['0.17484023']
['40176.707'],['52693340.0'],['0.19826666']
['42656.074'],['50879468.0'],['0.19280997']
['44586.125'],['45981776.0'],['0.17375162']
['43237.984'],['43520310.0'],['0.1634528']
['44295.03'],['47881570.0'],['0.17960808']
['47572.145'],['54324644.0'],['0.19894427']
['46855.934'],['51596580.0'],['0.18828979']
['49039.535'],['47840490.0'],['0.16676003']
['43713.574'],['42308416.0'],['0.15966606']
['43839.11'],['43923764.0'],['0.17301735']
['41557.86'],['48419696.0'],['0.17152816']
['45564.06'],['43965030.0'],['0.1621376']
['43121.363'],['34649230.0'],['0.15347123']
['40772.824'],['39619320.0'],['0.16924211']
['44859.805'],['32697764.0'],['0.13837212']
['41691.676'],['29751678.0'],['0.12386126']
['36682.215'],['34430156.0'],['0.14119467']
['36716.15'],['29751180.0'],['0.121633545']
['33480.8'],['29751180.0'],['32311112.0']
