['41236.33'],['29074280.0'],['0.068811655']
['52831.316'],['24893308.0'],['0.05755257']
['51441.5'],['20248464.0'],['0.042134684']
['38053.707'],['19657520.0'],['0.041794147']
['39272.43'],['21426600.0'],['0.04590888']
['38407.574'],['20574242.0'],['0.044848192']
['40494.633'],['23636124.0'],['0.05230196']
['48117.805'],['21433658.0'],['0.048881482']
['39056.457'],['19552060.0'],['0.04150202']
['39441.168'],['20399666.0'],['0.042863403']
['41670.523'],['26341412.0'],['0.05671462']
['49488.63'],['25700922.0'],['0.05624811']
['48086.99'],['21239250.0'],['0.044461735']
['39382.92'],['22342926.0'],['0.047350325']
['40682.51'],['23218552.0'],['0.049310926']
['41871.438'],['22974274.0'],['0.048785985']
['42874.57'],['21964194.0'],['0.0470145']
['43995.777'],['27641194.0'],['0.062439907']
['51155.3'],['26627390.0'],['0.060098626']
['50586.133'],['23155622.0'],['0.04907241']
['39000.34'],['20917672.0'],['0.044510063']
['41523.76'],['22067618.0'],['0.047637925']
['42132.906'],['22273284.0'],['0.049644563']
['41465.402'],['22273284.0'],['21914944.0']
