['954.52875'],['3873692.8'],['0.027270036']
['632.01984'],['3552447.5'],['0.026046108']
['962.3997'],['2895798.5'],['0.025145182']
['961.32733'],['3313998.0'],['0.024946917']
['972.0261'],['2976981.8'],['0.024811313']
['958.3538'],['3208018.0'],['0.026046108']
['972.9289'],['2866404.2'],['0.02330022']
['548.9192'],['2826297.0'],['0.025400039']
['968.49005'],['3093251.8'],['0.025209907']
['973.10364'],['3243468.8'],['0.025934525']
['908.93866'],['3435617.8'],['0.02487946']
['922.0428'],['2606543.0'],['0.024531791']
['899.0388'],['3244017.5'],['0.026313867']
['950.33563'],['3453982.8'],['0.026365519']
['875.91125'],['3979660.8'],['0.027066343']
['803.7028'],['3346459.8'],['0.026100935']
['864.1412'],['3605168.8'],['0.027108248']
['731.5219'],['2826873.8'],['0.025145182']
['915.7974'],['3582554.5'],['0.025934525']
['972.8672'],['3816280.8'],['0.02714957']
['582.18536'],['3604501.5'],['0.026565867']
['767.13824'],['3504763.0'],['0.026208673']
['966.202'],['3141034.0'],['0.02587776']
['968.24445'],['3141034.0'],['3867195.2']
