['63997.426'],['31165258.0'],['0.08108651']
['59749.297'],['40721696.0'],['0.13214055']
['72804.77'],['40858730.0'],['0.12330696']
['63788.055'],['48353010.0'],['0.1388594']
['66967.62'],['41873276.0'],['0.12352571']
['65071.6'],['48575508.0'],['0.13636664']
['67586.82'],['36353000.0'],['0.112124324']
['68371.11'],['35922290.0'],['0.10675969']
['66917.32'],['47312710.0'],['0.12265028']
['69197.15'],['42050000.0'],['0.11575052']
['70459.69'],['49104576.0'],['0.14430596']
['72576.93'],['39593940.0'],['0.116266884']
['66486.26'],['41353476.0'],['0.11538142']
['64807.094'],['49137430.0'],['0.13522354']
['71203.06'],['42567116.0'],['0.12701517']
['67835.29'],['41955036.0'],['0.12570892']
['68134.016'],['44896388.0'],['0.13743627']
['67680.11'],['42088892.0'],['0.12403582']
['67999.37'],['50326624.0'],['0.15649112']
['61346.965'],['45342108.0'],['0.1484442']
['62788.453'],['51554268.0'],['0.15171891']
['66522.336'],['52177884.0'],['0.14240202']
['67267.336'],['49020268.0'],['0.14760503']
['64719.348'],['49020268.0'],['41035092.0']
