['15577.381'],['10879732.0'],['0.0564997']
['15668.711'],['7859918.0'],['0.045514923']
['11853.55'],['8465666.0'],['0.04917479']
['14194.988'],['10095797.0'],['0.050872575']
['15821.767'],['11700078.0'],['0.06146321']
['15544.603'],['10592773.0'],['0.056284923']
['16621.021'],['8228528.5'],['0.04882177']
['12861.104'],['12953139.0'],['0.07581258']
['16042.89'],['11748283.0'],['0.06691016']
['15970.987'],['10490853.0'],['0.0567862']
['16210.98'],['7779969.5'],['0.039864615']
['12571.028'],['8402215.0'],['0.05229156']
['12857.234'],['9654873.0'],['0.05822098']
['14514.55'],['10048436.0'],['0.05542669']
['14818.079'],['9779859.0'],['0.05392808']
['10869.96'],['6533393.0'],['0.039379198']
['7394.8306'],['4416076.5'],['0.027798058']
['5481.2324'],['5531415.0'],['0.027391749']
['4245.7227'],['4133887.8'],['0.022474708']
['4320.254'],['3259603.5'],['0.020001112']
['3779.3718'],['3259603.5'],['0.020001112']
['3779.3718'],['3259603.5'],['0.020001112']
['3779.3718'],['3259603.5'],['0.020001112']
['3779.3718'],['3259603.5'],['19543220.0']
