['5725.4775'],['21131226.0'],['0.060272943']
['8988.18'],['16751763.0'],['0.05289089']
['5751.688'],['15697811.0'],['0.05328221']
['6339.708'],['13930713.0'],['0.05019849']
['5601.455'],['14421860.0'],['0.050823912']
['5704.8945'],['15465760.0'],['0.05272098']
['6214.5337'],['11859761.0'],['0.04474898']
['4766.3765'],['14302880.0'],['0.04975119']
['5789.134'],['12998596.0'],['0.049295954']
['5893.7837'],['14597130.0'],['0.05202787']
['6331.631'],['13154900.0'],['0.049032222']
['4923.713'],['13153936.0'],['0.04923027']
['4728.8594'],['12811157.0'],['0.050885584']
['6162.027'],['15498637.0'],['0.054518122']
['6301.287'],['14128266.0'],['0.052549724']
['5774.3105'],['14028961.0'],['0.053226743']
['6116.1445'],['15454255.0'],['0.05503222']
['6280.3374'],['13112229.0'],['0.049098402']
['4928.2456'],['12547190.0'],['0.048631668']
['4482.8203'],['15737710.0'],['0.055334076']
['7471.3735'],['14339421.0'],['0.05202787']
['6121.6323'],['14859655.0'],['0.05208646']
['5775.017'],['13574588.0'],['0.047603868']
['5522.398'],['13574588.0'],['16925924.0']
