['15253.251'],['6248550.0'],['0.02652208']
['7810.466'],['7384916.0'],['0.02911979']
['7383.11'],['7385012.0'],['0.030748948']
['16048.013'],['7819297.0'],['0.030280165']
['16587.54'],['8205524.0'],['0.029799731']
['16356.76'],['7084223.5'],['0.028993728']
['16786.166'],['6461575.0'],['0.025071917']
['8384.871'],['8428854.0'],['0.030457318']
['16086.363'],['9167865.0'],['0.032247357']
['16698.58'],['10820693.0'],['0.034877963']
['17186.195'],['7051989.5'],['0.028610984']
['8095.579'],['8495669.0'],['0.03292412']
['7898.9873'],['9142764.0'],['0.033670165']
['17369.514'],['7869771.5'],['0.031036101']
['16786.674'],['8928155.0'],['0.032975007']
['16659.05'],['8649441.0'],['0.032821845']
['17208.824'],['8221949.0'],['0.03159712']
['16981.688'],['7304288.5'],['0.030041415']
['9314.688'],['6513959.5'],['0.027891343']
['9058.669'],['9684134.0'],['0.034608625']
['18483.373'],['9240607.0'],['0.032563243']
['18591.242'],['9821614.0'],['0.034379918']
['18203.74'],['9120897.0'],['0.03322696']
['16798.814'],['9120897.0'],['7220785.5']
