['11534.771'],['33895570.0'],['0.07770452']
['30538.97'],['33122612.0'],['0.072627574']
['21182.957'],['31463008.0'],['0.06563239']
['27032.61'],['30209258.0'],['0.06322498']
['28680.785'],['34147720.0'],['0.07717986']
['25856.46'],['32101584.0'],['0.074416704']
['24471.15'],['33062654.0'],['0.07084389']
['27330.023'],['26051354.0'],['0.05914244']
['25037.326'],['29735358.0'],['0.07016349']
['23879.537'],['30774566.0'],['0.07353657']
['25056.12'],['29666822.0'],['0.07216212']
['22051.291'],['30647022.0'],['0.06934081']
['23743.572'],['34066696.0'],['0.07798538']
['25180.418'],['26699034.0'],['0.059224363']
['23542.389'],['31053810.0'],['0.06563239']
['23096.156'],['27874188.0'],['0.057897173']
['24405.564'],['29002370.0'],['0.06953245']
['20381.78'],['32853340.0'],['0.07599069']
['24020.783'],['27386194.0'],['0.06254399']
['19882.777'],['30749300.0'],['0.06470066']
['21485.3'],['30991214.0'],['0.065133356']
['20816.693'],['19736788.0'],['0.04699047']
['18683.584'],['25626066.0'],['0.052324444']
['18506.861'],['25626066.0'],['26507800.0']
