['16971.393'],['13801161.0'],['0.054296758']
['17184.344'],['7236864.5'],['0.035537455']
['10677.399'],['6866213.0'],['0.03560425']
['11855.65'],['6078360.0'],['0.033550907']
['11968.939'],['5337899.0'],['0.029817995']
['11866.512'],['5900814.0'],['0.03284335']
['13113.71'],['9091702.0'],['0.045371972']
['11483.837'],['7111175.5'],['0.034999043']
['12146.506'],['6781958.0'],['0.034521963']
['13572.705'],['7617086.5'],['0.041566398']
['14914.714'],['7532929.5'],['0.038925134']
['12854.037'],['9593342.0'],['0.04070921']
['13756.73'],['8293743.0'],['0.038618572']
['14511.35'],['9171607.0'],['0.052912086']
['15999.502'],['9369955.0'],['0.04676689']
['17818.89'],['9131643.0'],['0.04653181']
['17564.434'],['7057355.5'],['0.038741518']
['16615.676'],['6951057.0'],['0.04024262']
['15627.167'],['7960993.0'],['0.044670895']
['14144.575'],['7430313.5'],['0.04053501']
['15268.736'],['7175093.0'],['0.038741518']
['16275.084'],['8254283.5'],['0.044670895']
['16520.256'],['10655979.0'],['0.047549535']
['17632.08'],['10655979.0'],['9197343.0']
