['279.4864'],['78932.12'],['0.00834009']
['281.69342'],['88567.66'],['0.008127075']
['233.66916'],['83295.875'],['0.008190023']
['280.59326'],['98001.836'],['0.008094962']
['258.39172'],['140598.69'],['0.008559402']
['301.80862'],['85822.32'],['0.008190023']
['263.27264'],['77637.18'],['0.008158761']
['255.28447'],['77760.32'],['0.008190023']
['265.67145'],['102215.95'],['0.008094962']
['267.4524'],['91814.02'],['0.008127075']
['286.02646'],['90749.72'],['0.008127075']
['267.4524'],['81471.04'],['0.008127075']
['283.33093'],['94108.05'],['0.008158761']
['288.68'],['78166.96'],['0.008281298']
['307.49353'],['84995.32'],['0.008190023']
['287.09286'],['77766.55'],['0.0082208635']
['293.86188'],['90578.64'],['0.008190023']
['303.72968'],['84371.29'],['0.008158761']
['281.69342'],['90922.32'],['0.008127075']
['231.60771'],['93956.91'],['0.008158761']
['266.26685'],['84039.86'],['0.008190023']
['261.45535'],['92010.71'],['0.008158761']
['276.12494'],['96440.42'],['0.008158761']
['273.27692'],['96440.42'],['94757.33']
