['7411.729'],['17212052.0'],['0.066541865']
['11648.004'],['19879148.0'],['0.07411992']
['14047.183'],['19700438.0'],['0.0728668']
['15318.39'],['21051684.0'],['0.08419319']
['15474.625'],['20223040.0'],['0.077577636']
['14840.832'],['23328594.0'],['0.07480565']
['17103.988'],['23593314.0'],['0.08096448']
['16261.718'],['20451852.0'],['0.07863253']
['16458.012'],['21842296.0'],['0.08335209']
['15668.193'],['20832014.0'],['0.08031336']
['15656.848'],['21275620.0'],['0.08289467']
['15335.192'],['19452800.0'],['0.06891838']
['16208.676'],['22133210.0'],['0.07671844']
['15883.158'],['22502256.0'],['0.081900045']
['13429.286'],['16909954.0'],['0.064091235']
['14547.545'],['17133216.0'],['0.059923604']
['14019.6455'],['16341260.0'],['0.053967558']
['13549.1045'],['18067198.0'],['0.061574586']
['12754.452'],['22339394.0'],['0.07799612']
['14526.369'],['19833620.0'],['0.06816319']
['13557.112'],['23234430.0'],['0.081554934']
['14073.264'],['23235460.0'],['0.0857843']
['16726.629'],['24352432.0'],['0.08598254']
['19403.988'],['24352432.0'],['18855660.0']
