['44788.312'],['23557748.0'],['0.07127828']
['49290.848'],['21132072.0'],['0.0672647']
['37298.04'],['20651440.0'],['0.068704136']
['45054.383'],['20238438.0'],['0.06477747']
['43264.258'],['19595040.0'],['0.0663263']
['43585.617'],['21213936.0'],['0.06810788']
['42839.633'],['21515132.0'],['0.06865069']
['43867.098'],['20342408.0'],['0.06821768']
['47001.566'],['20177532.0'],['0.066682965']
['44637.113'],['19503834.0'],['0.066623926']
['45122.195'],['21042918.0'],['0.06948762']
['45012.977'],['18329788.0'],['0.061438285']
['43410.43'],['20513278.0'],['0.06912621']
['42536.79'],['22429280.0'],['0.074638106']
['46083.742'],['19626298.0'],['0.0672647']
['47699.22'],['21073356.0'],['0.070671745']
['46991.54'],['21433092.0'],['0.06953865']
['47403.625'],['19607004.0'],['0.066445835']
['42579.766'],['19286144.0'],['0.065032154']
['43378.76'],['21178630.0'],['0.07095469']
['46124.785'],['18908334.0'],['0.064968735']
['49239.273'],['20353578.0'],['0.06515851']
['47179.09'],['19015070.0'],['0.0600311']
['45308.277'],['19015070.0'],['20634272.0']
