['46105.234'],['15332098.0'],['0.109935746']
['65606.01'],['14383422.0'],['0.12234694']
['41964.906'],['15185596.0'],['0.12956531']
['42323.617'],['14850653.0'],['0.115988545']
['39323.004'],['14492410.0'],['0.12021059']
['36230.805'],['14838886.0'],['0.11734518']
['40797.113'],['11961148.0'],['0.114223205']
['27058.01'],['12327134.0'],['0.095540956']
['40500.363'],['13669315.0'],['0.11289519']
['42716.316'],['13443741.0'],['0.11568409']
['43546.984'],['13711095.0'],['0.108955346']
['44298.453'],['18839172.0'],['0.14557604']
['40786.117'],['14739422.0'],['0.12704241']
['41547.387'],['13889722.0'],['0.11794118']
['41992.15'],['13707318.0'],['0.113052465']
['41932.56'],['14299758.0'],['0.12178295']
['44829.805'],['15679612.0'],['0.13150494']
['44264.867'],['15962284.0'],['0.1316896']
['41368.246'],['16465008.0'],['0.13211839']
['41800.684'],['15068242.0'],['0.12651333']
['38481.977'],['13601275.0'],['0.11066439']
['38522.938'],['13614257.0'],['0.1073822']
['42767.598'],['13732343.0'],['0.114455506']
['38675.98'],['13732343.0'],['15138409.0']
