['2230.1543'],['983348.75'],['0.014124796']
['6034.495'],['1185470.8'],['0.016690632']
['2068.335'],['1153433.2'],['0.016975664']
['2475.9143'],['1237043.5'],['0.016690632']
['2065.8008'],['1233335.6'],['0.016454197']
['1953.6879'],['1288594.9'],['0.017355524']
['1986.5155'],['1331428.4'],['0.018322932']
['3223.7515'],['1806781.1'],['0.01995276']
['3552.834'],['1160534.1'],['0.016271887']
['2225.9062'],['1482630.6'],['0.019090716']
['2796.4277'],['1415791.8'],['0.01823377']
['3092.3281'],['1387159.1'],['0.017811976']
['4123.8945'],['1500124.2'],['0.019753499']
['2610.7664'],['1423254.2'],['0.018050497']
['3059.9927'],['1588546.6'],['0.0198121']
['2847.5747'],['1306143.0'],['0.017908657']
['2341.6802'],['1339676.1'],['0.01933896']
['2374.113'],['1432247.2'],['0.018322932']
['2357.0386'],['1421394.4'],['0.01923477']
['3913.7302'],['1443589.2'],['0.01995276']
['2241.2021'],['1284903.6'],['0.018050497']
['2782.572'],['1568720.2'],['0.019782968']
['3303.7395'],['1380385.0'],['0.017460024']
['2398.0342'],['1380385.0'],['1313281.5']
