['33845.86'],['35316320.0'],['0.110682786']
['45076.273'],['22997358.0'],['0.09087141']
['19728.172'],['37406784.0'],['0.11717342']
['60557.82'],['41734676.0'],['0.1181636']
['58961.543'],['44714640.0'],['0.122786686']
['58846.61'],['40360572.0'],['0.11885308']
['61030.875'],['42621764.0'],['0.11615421']
['56796.305'],['40688220.0'],['0.11340929']
['62168.637'],['39625372.0'],['0.114765726']
['62271.96'],['36384970.0'],['0.109612435']
['62432.137'],['40856250.0'],['0.11678912']
['57403.24'],['38424730.0'],['0.11115056']
['42816.445'],['35000130.0'],['0.11125336']
['65286.758'],['39518050.0'],['0.11798541']
['66251.91'],['34257652.0'],['0.10798381']
['63941.777'],['38207428.0'],['0.11409884']
['66179.234'],['31214902.0'],['0.09644044']
['45054.25'],['38299580.0'],['0.1066266']
['58676.797'],['36400480.0'],['0.10300667']
['54871.883'],['39201852.0'],['0.10533586']
['60144.906'],['22909828.0'],['0.07823728']
['29892.387'],['21981614.0'],['0.078548715']
['35982.992'],['30981604.0'],['0.09534125']
['51634.227'],['30981604.0'],['27665326.0']
