['22071.46'],['22079214.0'],['0.14256576']
['8152.3354'],['41653410.0'],['0.24234611']
['23257.957'],['36055256.0'],['0.21474956']
['23138.66'],['35800470.0'],['0.20415649']
['22837.955'],['38305136.0'],['0.205046']
['23427.943'],['32226756.0'],['0.1740898']
['23581.805'],['37762950.0'],['0.20775068']
['24506.256'],['32653882.0'],['0.17987427']
['23944.281'],['34704972.0'],['0.1969962']
['24199.717'],['34177320.0'],['0.18988355']
['23954.004'],['40163260.0'],['0.22594546']
['23661.443'],['39312376.0'],['0.24194123']
['22901.977'],['39848764.0'],['0.23795933']
['24668.035'],['37156972.0'],['0.22116901']
['24447.883'],['37505676.0'],['0.21132544']
['23951.047'],['41593456.0'],['0.2343132']
['24689.738'],['37779616.0'],['0.23054305']
['24390.371'],['36983676.0'],['0.2301478']
['23461.926'],['39181010.0'],['0.26174527']
['23227.52'],['38590180.0'],['0.24765272']
['25633.365'],['35103200.0'],['0.2109981']
['25303.342'],['37061452.0'],['0.21926923']
['25134.432'],['35861828.0'],['0.21197787']
['24616.086'],['35861828.0'],['25078076.0']
