['10858.969'],['4642537.0'],['0.021265311']
['10874.452'],['4477860.0'],['0.021440648']
['6685.902'],['4527939.0'],['0.021322045']
['7444.5854'],['4573970.0'],['0.020814713']
['6048.843'],['1853495.8'],['0.017354814']
['5822.208'],['3729302.8'],['0.020952152']
['7040.961'],['4553205.0'],['0.021241322']
['6310.1816'],['4596944.5'],['0.020994373']
['6934.435'],['4164430.8'],['0.021211134']
['5807.5063'],['4427568.0'],['0.017771013']
['6083.451'],['3580772.2'],['0.01822738']
['7461.909'],['4336057.0'],['0.020428957']
['7110.2495'],['4858974.5'],['0.021451464']
['7162.217'],['4802489.5'],['0.021467969']
['5711.521'],['4357177.5'],['0.021241322']
['6885.071'],['4758827.5'],['0.021518718']
['7561.5186'],['4649745.5'],['0.021497937']
['6510.142'],['4808125.5'],['0.021437902']
['7445.451'],['4854032.5'],['0.020469662']
['6921.4443'],['4853773.5'],['0.021288803']
['5529.98'],['4746926.5'],['0.021518718']
['6563.819'],['4834195.0'],['0.021332635']
['7506.9497'],['3612681.2'],['0.020489795']
['7886.316'],['3612681.2'],['4855025.0']
