['6730.659'],['14268925.0'],['0.036314595']
['11572.264'],['4496853.5'],['0.02378878']
['8166.213'],['6990661.0'],['0.026616411']
['10915.066'],['8247881.0'],['0.026326543']
['10669.439'],['11118986.0'],['0.030464368']
['9980.845'],['9571740.0'],['0.029445546']
['11377.652'],['9162425.0'],['0.028364526']
['11328.823'],['7181280.0'],['0.025830392']
['11148.363'],['7143065.0'],['0.026375258']
['11299.652'],['9777377.0'],['0.030076021']
['10953.142'],['7860517.0'],['0.027763354']
['11047.773'],['8830486.0'],['0.030567689']
['10655.683'],['9475160.0'],['0.02978399']
['11392.565'],['6842494.5'],['0.026375258']
['10444.035'],['7682048.5'],['0.026806455']
['10633.439'],['7021711.0'],['0.026375258']
['9958.916'],['7584864.0'],['0.026900526']
['9583.159'],['6732109.0'],['0.02510763']
['9986.455'],['4484053.5'],['0.02135016']
['7240.697'],['4522267.5'],['0.02069032']
['7295.612'],['2428660.0'],['0.016826054']
['7238.4453'],['4386784.0'],['0.020823961']
['7256.429'],['2963096.8'],['0.01865507']
['6410.047'],['2963096.8'],['2959491.0']
