['390.84018'],['67800.56'],['0.007953901']
['739.5964'],['72694.12'],['0.008164817']
['398.2758'],['63895.664'],['0.007480105']
['503.5943'],['61718.652'],['0.007350024']
['676.0252'],['63225.11'],['0.0076053916']
['484.69702'],['64289.43'],['0.0076662814']
['951.693'],['62298.664'],['0.007350024']
['674.87964'],['63890.5'],['0.0077846437']
['856.88904'],['62552.7'],['0.0074156728']
['619.88275'],['64828.41'],['0.0078421505']
['499.5855'],['62270.914'],['0.0076053916']
['470.38297'],['62110.844'],['0.00728314']
['465.2304'],['63155.86'],['0.0076053916']
['817.4317'],['61588.316'],['0.007350024']
['613.5806'],['63000.324'],['0.0075433385']
['557.43616'],['63538.418'],['0.0075433385']
['736.1608'],['70673.484'],['0.008406199']
['619.3098'],['65282.06'],['0.007953901']
['426.30957'],['62828.39'],['0.0075433385']
['502.4489'],['66634.805'],['0.008164817']
['503.0216'],['66706.37'],['0.0078421505']
['618.16394'],['68864.94'],['0.008312505']
['666.287'],['64189.105'],['0.0078421505']
['596.39307'],['64189.105'],['61621.934']
