['14233.433'],['28719098.0'],['0.11760381']
['23013.076'],['34192444.0'],['0.11668202']
['10759.011'],['32657634.0'],['0.1117136']
['17989.896'],['32925900.0'],['0.116038635']
['20477.156'],['34913692.0'],['0.12550494']
['21269.988'],['35333090.0'],['0.13318762']
['20714.055'],['43784212.0'],['0.14209348']
['17023.285'],['38935636.0'],['0.13825588']
['20983.229'],['38169110.0'],['0.13520364']
['21351.215'],['38632324.0'],['0.1399677']
['23332.72'],['33742004.0'],['0.11639659']
['17275.947'],['19975018.0'],['0.07289618']
['14120.929'],['30025340.0'],['0.10216541']
['19102.434'],['33211390.0'],['0.11809646']
['18019.277'],['25053332.0'],['0.09423277']
['18374.79'],['26538186.0'],['0.09168121']
['16964.53'],['22493706.0'],['0.084100135']
['16390.7'],['22089792.0'],['0.0792333']
['15585.915'],['38536830.0'],['0.124269456']
['13845.087'],['25062680.0'],['0.096649304']
['13643.613'],['26322002.0'],['0.08826198']
['15172.842'],['19844296.0'],['0.07874748']
['15236.461'],['33474078.0'],['0.10774502']
['16397.553'],['33474078.0'],['22617786.0']
