['6385.693'],['12326758.0'],['0.05133787']
['4334.316'],['6418012.0'],['0.032278437']
['3992.895'],['6328501.0'],['0.034818478']
['7040.195'],['8852318.0'],['0.04426414']
['7310.007'],['9066690.0'],['0.042105865']
['7034.8457'],['9501687.0'],['0.046189897']
['7076.2705'],['8549423.0'],['0.043580044']
['5499.4033'],['9679102.0'],['0.046982355']
['6923.5566'],['9111580.0'],['0.04365651']
['7942.038'],['9407056.0'],['0.04426414']
['7625.425'],['10690187.0'],['0.049754806']
['5577.042'],['9197954.0'],['0.042964328']
['4198.2524'],['9341490.0'],['0.046479583']
['7288.199'],['11253783.0'],['0.05042164']
['6757.622'],['8599392.0'],['0.04115359']
['7528.208'],['9425732.0'],['0.042964328']
['7517.742'],['9458804.0'],['0.044414934']
['7773.983'],['9385396.0'],['0.042262975']
['6054.5815'],['8568461.0'],['0.04123358']
['4026.8494'],['7044881.0'],['0.034729432']
['7025.481'],['8873397.0'],['0.042262975']
['7906.0933'],['10420287.0'],['0.04719621']
['8277.913'],['11125521.0'],['0.04769143']
['7579.8066'],['11125521.0'],['8183323.0']
