['9198.145'],['4198836.5'],['0.019164037']
['9196.11'],['4256946.0'],['0.018193731']
['9156.246'],['4252078.5'],['0.018600779']
['8801.451'],['4259094.0'],['0.018708602']
['8780.314'],['4255931.0'],['0.018808078']
['8697.0'],['4257387.5'],['0.018971814']
['9032.804'],['4260404.5'],['0.018708602']
['8766.698'],['4255688.0'],['0.018721493']
['8651.491'],['4258057.0'],['0.018941464']
['9262.215'],['3525199.5'],['0.019005602']
['9182.483'],['3914780.0'],['0.019275952']
['9178.822'],['4260482.5'],['0.01857253']
['8750.645'],['4253500.0'],['0.018628513']
['8930.937'],['4259744.5'],['0.019072728']
['8838.036'],['4247971.5'],['0.019183766']
['8969.973'],['4260479.5'],['0.018865976']
['9348.461'],['4250482.0'],['0.018600779']
['9022.2295'],['4257836.0'],['0.01912839']
['9467.664'],['4231725.5'],['0.018920563']
['8606.3955'],['4249302.5'],['0.01846961']
['8825.841'],['4253242.0'],['0.018543763']
['8483.943'],['4254763.0'],['0.018514486']
['9106.216'],['4248634.5'],['0.018543763']
['8923.008'],['4248634.5'],['4220002.0']
