['9613.365'],['4675401.5'],['0.047140617']
['12282.038'],['5298361.0'],['0.06072828']
['13773.467'],['5160703.5'],['0.05727961']
['12552.453'],['5226354.0'],['0.057149023']
['11491.9375'],['4092736.8'],['0.050787445']
['10753.134'],['4969249.5'],['0.05447944']
['10308.239'],['3898495.5'],['0.051471323']
['9680.367'],['3498836.0'],['0.03855488']
['9770.128'],['4659264.5'],['0.04635818']
['10264.51'],['5010200.5'],['0.051018555']
['9094.986'],['3927836.2'],['0.048165765']
['10630.247'],['3592613.0'],['0.04229551']
['10395.325'],['4302072.5'],['0.053356506']
['10494.131'],['2405477.5'],['0.033852357']
['10235.563'],['2687692.8'],['0.036918502']
['9759.042'],['4077768.0'],['0.046285745']
['10168.365'],['4685779.0'],['0.058151413']
['10870.242'],['4298097.5'],['0.048951752']
['10935.946'],['3747436.0'],['0.047556423']
['10844.828'],['4488359.0'],['0.0504941']
['9506.286'],['4950975.0'],['0.06008832']
['9242.587'],['4547876.5'],['0.045772582']
['10346.914'],['2748101.8'],['0.031118147']
['9337.365'],['2748101.8'],['2851358.5']
