['46716.598'],['32248462.0'],['0.10108139']
['54107.75'],['32969704.0'],['0.06695327']
['53613.727'],['25442580.0'],['0.059243277']
['55332.64'],['27813980.0'],['0.06300161']
['55402.83'],['31928760.0'],['0.06596893']
['51217.168'],['26690480.0'],['0.060089886']
['54456.81'],['35982916.0'],['0.072062865']
['57572.69'],['29981270.0'],['0.069215655']
['55686.016'],['34829690.0'],['0.074666865']
['67545.6'],['36861724.0'],['0.079601884']
['53751.523'],['36036216.0'],['0.0768847']
['59797.45'],['36311044.0'],['0.08077064']
['55545.63'],['30375558.0'],['0.07518553']
['56127.43'],['32816996.0'],['0.07407324']
['58504.188'],['28133358.0'],['0.06536199']
['53739.43'],['24256470.0'],['0.064602055']
['53865.96'],['30380744.0'],['0.07011702']
['52379.055'],['33811996.0'],['0.07429595']
['56324.37'],['36712170.0'],['0.08475927']
['55661.805'],['27275064.0'],['0.061701488']
['50606.914'],['30141956.0'],['0.06831224']
['53300.32'],['31226624.0'],['0.064754166']
['52579.523'],['29367154.0'],['0.06406926']
['52296.14'],['29367154.0'],['30841144.0']
