['7275.514'],['6274610.0'],['0.031559683']
['11137.993'],['2923163.5'],['0.017392868']
['5811.4277'],['3420936.5'],['0.020584464']
['7097.175'],['2966430.2'],['0.01749066']
['7051.7686'],['3448039.5'],['0.020758372']
['7591.371'],['2929195.5'],['0.018070605']
['7438.3774'],['2620026.8'],['0.015104478']
['6221.3394'],['2853769.2'],['0.017539434']
['6576.9766'],['2916767.8'],['0.016447451']
['6256.513'],['2573677.2'],['0.014839531']
['6680.4766'],['2618608.8'],['0.015471749']
['6264.667'],['3033510.2'],['0.016998436']
['6229.497'],['4774837.0'],['0.024706244']
['8083.3184'],['3626488.2'],['0.019832117']
['7628.9443'],['3614132.8'],['0.020671565']
['8291.079'],['3451495.8'],['0.019150162']
['7196.974'],['2924961.8'],['0.016799241']
['7219.6387'],['2827875.0'],['0.015783187']
['6099.3906'],['2669513.2'],['0.01654838']
['6015.097'],['2954267.2'],['0.01783037']
['6515.525'],['3427066.5'],['0.019425008']
['6249.887'],['2990716.8'],['0.01704803']
['6588.145'],['3559500.5'],['0.019697098']
['6880.503'],['3559500.5'],['3805611.0']
