['24122.854'],['64160800.0'],['0.13350417']
['41948.414'],['40133700.0'],['0.11492178']
['18658.012'],['28759282.0'],['0.08356934']
['18227.918'],['27864874.0'],['0.0897241']
['18656.492'],['30508272.0'],['0.08791771']
['19531.604'],['28412784.0'],['0.0916795']
['17733.594'],['38136884.0'],['0.11001802']
['18722.572'],['38739590.0'],['0.10739298']
['19321.494'],['32386296.0'],['0.09672397']
['19187.191'],['27068376.0'],['0.08681469']
['21809.281'],['31032672.0'],['0.09479057']
['20814.719'],['32599064.0'],['0.09972306']
['20689.88'],['28533550.0'],['0.09089835']
['18920.768'],['28527396.0'],['0.09525536']
['19931.875'],['25796046.0'],['0.084759265']
['18607.877'],['26241890.0'],['0.08720893']
['18424.008'],['34007772.0'],['0.103461646']
['19953.852'],['39783204.0'],['0.11991046']
['19008.07'],['33105442.0'],['0.10437219']
['18866.1'],['27232854.0'],['0.09050727']
['19770.44'],['34037616.0'],['0.11076491']
['20047.805'],['40851176.0'],['0.12755728']
['18699.787'],['39209908.0'],['0.11121238']
['21916.475'],['39209908.0'],['33435928.0']
