['10928.93'],['6763129.0'],['0.035657104']
['11256.528'],['5359887.5'],['0.027660485']
['9774.569'],['5512313.0'],['0.028562106']
['10346.463'],['5564311.0'],['0.028385436']
['10837.172'],['8340369.5'],['0.03540383']
['10127.894'],['4819181.5'],['0.0261207']
['10247.035'],['6860283.5'],['0.030388732']
['9907.819'],['8185633.0'],['0.036417767']
['11044.868'],['6603049.0'],['0.033917155']
['10366.76'],['7300686.5'],['0.03479959']
['9984.883'],['7178194.0'],['0.031298004']
['9696.894'],['5207605.5'],['0.028736977']
['10408.067'],['5623628.5'],['0.029748883']
['10818.776'],['5864295.0'],['0.030951487']
['10748.436'],['8128228.0'],['0.036165077']
['11041.521'],['5689879.0'],['0.028794864']
['10791.719'],['4803768.0'],['0.026187304']
['10784.949'],['6390117.0'],['0.029911416']
['9796.106'],['4027388.8'],['0.024599958']
['9845.381'],['6302888.5'],['0.030901253']
['10620.755'],['4671153.5'],['0.026969848']
['10320.78'],['7781461.0'],['0.03599042']
['11420.864'],['6331473.5'],['0.029306974']
['10189.655'],['6331473.5'],['4169894.5']
