['32054.225'],['35851876.0'],['0.09496121']
['37190.727'],['22582094.0'],['0.087909244']
['36846.43'],['20450060.0'],['0.082141735']
['32223.031'],['27827904.0'],['0.09544999']
['30850.441'],['23168940.0'],['0.09168937']
['29859.184'],['26422980.0'],['0.09048151']
['31929.18'],['27310664.0'],['0.09661367']
['35538.016'],['24276804.0'],['0.09187623']
['34755.594'],['24844320.0'],['0.09601513']
['36507.062'],['25556132.0'],['0.095044196']
['34494.207'],['31802784.0'],['0.09621315']
['36069.113'],['25962492.0'],['0.094250545']
['37336.25'],['25242218.0'],['0.08356718']
['31711.047'],['21450122.0'],['0.07868935']
['29511.2'],['21616638.0'],['0.08031355']
['32403.117'],['20470710.0'],['0.07868935']
['32970.156'],['24056500.0'],['0.08620845']
['32091.33'],['31826158.0'],['0.096575364']
['35885.29'],['28450968.0'],['0.09443532']
['35672.53'],['26129086.0'],['0.092237845']
['34567.902'],['21093588.0'],['0.083064124']
['31629.756'],['22910176.0'],['0.0832891']
['32380.25'],['16427105.0'],['0.061915647']
['29265.775'],['16427105.0'],['19519416.0']
