['15859.197'],['9637552.0'],['0.042902544']
['30275.578'],['7038181.0'],['0.032442022']
['13965.458'],['6943116.5'],['0.032175437']
['13936.374'],['6522944.5'],['0.031548098']
['13838.751'],['7408435.5'],['0.032375507']
['13917.631'],['7069942.0'],['0.032949187']
['13377.092'],['6946650.0'],['0.031996958']
['13361.53'],['7710352.0'],['0.034674764']
['13519.661'],['7734092.0'],['0.03401315']
['12502.455'],['6696112.5'],['0.0325527']
['10908.122'],['7193436.5'],['0.0326852']
['13789.598'],['9037388.0'],['0.03685052']
['13159.135'],['8399528.0'],['0.035033833']
['12308.922'],['11488390.0'],['0.041147884']
['12551.947'],['6767010.0'],['0.031795442']
['13113.696'],['6373828.5'],['0.029946933']
['12565.621'],['6471347.0'],['0.030684741']
['13656.297'],['7064962.5'],['0.03210858']
['15393.76'],['8031374.0'],['0.03379783']
['15518.724'],['8011199.0'],['0.034355737']
['14126.299'],['7997180.5'],['0.033624906']
['12188.273'],['6892764.5'],['0.03235331']
['12284.799'],['7362071.0'],['0.031705633']
['15421.965'],['7362071.0'],['6200130.5']
