['31705.928'],['25991936.0'],['0.07588679']
['6548.649'],['22063856.0'],['0.061163846']
['16279.194'],['28892076.0'],['0.07219332']
['21401.557'],['22517486.0'],['0.065069556']
['20359.762'],['25690532.0'],['0.06982177']
['18925.99'],['38735788.0'],['0.1007755']
['17750.404'],['39252256.0'],['0.098816924']
['17678.559'],['26727656.0'],['0.07503511']
['16983.297'],['18501772.0'],['0.053999033']
['17688.438'],['23930210.0'],['0.058587488']
['17503.205'],['16115406.0'],['0.041809242']
['9530.34'],['11516124.0'],['0.034964465']
['10037.71'],['8861719.0'],['0.031099167']
['14018.833'],['9030258.0'],['0.031002449']
['11142.332'],['3062299.5'],['0.018104874']
['10208.246'],['2927163.0'],['0.01684064']
['4387.129'],['1972552.2'],['0.01538114']
['2166.5774'],['1924441.9'],['0.014407691']
['2294.096'],['3208366.0'],['0.01693791']
['1991.1586'],['1855935.0'],['0.014991804']
['3877.6868'],['5178104.5'],['0.021408394']
['2388.356'],['1976274.6'],['0.014505051']
['2613.8784'],['3829364.8'],['0.020825732']
['1695.8239'],['3829364.8'],['43493230.0']
